[0] reg4 = 103548; prev reg4 = -1
[9172] reg4 = 11352636; prev reg4 = 5721363
[9173] reg4 = 12765630; prev reg4 = 11352636
[9174] reg4 = 16404589; prev reg4 = 12765630
[9175] reg4 = 9412641; prev reg4 = 16404589
[9176] reg4 = 3307561; prev reg4 = 9412641
[9177] reg4 = 3959653; prev reg4 = 3307561
[9178] reg4 = 7469474; prev reg4 = 3959653
[9179] reg4 = 10503619; prev reg4 = 7469474
[9180] reg4 = 9373298; prev reg4 = 10503619
[9181] reg4 = 13273890; prev reg4 = 9373298
[9182] reg4 = 12284003; prev reg4 = 13273890
[9183] reg4 = 2031939; prev reg4 = 12284003
[9184] reg4 = 4025208; prev reg4 = 2031939
[9185] reg4 = 13521867; prev reg4 = 4025208
[9186] reg4 = 11817058; prev reg4 = 13521867
[9187] reg4 = 1295694; prev reg4 = 11817058
[9188] reg4 = 13166505; prev reg4 = 1295694
[9189] reg4 = 15374286; prev reg4 = 13166505
[9190] reg4 = 4179507; prev reg4 = 15374286
[9191] reg4 = 4844549; prev reg4 = 4179507
[9192] reg4 = 8702655; prev reg4 = 4844549
[9193] reg4 = 10016655; prev reg4 = 8702655
[9194] reg4 = 12306368; prev reg4 = 10016655
[9195] reg4 = 4978761; prev reg4 = 12306368
[9196] reg4 = 15823949; prev reg4 = 4978761
[9197] reg4 = 4876695; prev reg4 = 15823949
[9198] reg4 = 12783680; prev reg4 = 4876695
[9199] reg4 = 8120290; prev reg4 = 12783680
[9200] reg4 = 11614127; prev reg4 = 8120290
[9201] reg4 = 7192712; prev reg4 = 11614127
[9202] reg4 = 345208; prev reg4 = 7192712
[9203] reg4 = 11377204; prev reg4 = 345208
[9204] reg4 = 10284166; prev reg4 = 11377204
[9205] reg4 = 4999086; prev reg4 = 10284166
[9206] reg4 = 8684025; prev reg4 = 4999086
[9207] reg4 = 1702812; prev reg4 = 8684025
[9208] reg4 = 14328955; prev reg4 = 1702812
[9209] reg4 = 9724927; prev reg4 = 14328955
[9210] reg4 = 16181904; prev reg4 = 9724927
[9211] reg4 = 2579736; prev reg4 = 16181904
[9212] reg4 = 1404763; prev reg4 = 2579736
[9213] reg4 = 7942288; prev reg4 = 1404763
[9214] reg4 = 11972612; prev reg4 = 7942288
[9215] reg4 = 5105418; prev reg4 = 11972612
[9216] reg4 = 6885485; prev reg4 = 5105418
[9217] reg4 = 16523995; prev reg4 = 6885485
[9218] reg4 = 14143843; prev reg4 = 16523995
[9219] reg4 = 1323280; prev reg4 = 14143843
[9220] reg4 = 12319601; prev reg4 = 1323280
[9221] reg4 = 11307072; prev reg4 = 12319601
[9222] reg4 = 10948456; prev reg4 = 11307072
[9223] reg4 = 4860525; prev reg4 = 10948456
[9224] reg4 = 13516571; prev reg4 = 4860525
[9225] reg4 = 8167646; prev reg4 = 13516571
[9226] reg4 = 11995114; prev reg4 = 8167646
[9227] reg4 = 1183099; prev reg4 = 11995114
[9228] reg4 = 6401352; prev reg4 = 1183099
[9229] reg4 = 12184313; prev reg4 = 6401352
[9230] reg4 = 15164217; prev reg4 = 12184313
[9231] reg4 = 8844964; prev reg4 = 15164217
[9232] reg4 = 3675504; prev reg4 = 8844964
[9233] reg4 = 1212769; prev reg4 = 3675504
[9234] reg4 = 12880046; prev reg4 = 1212769
[9235] reg4 = 14015770; prev reg4 = 12880046
[9236] reg4 = 13597499; prev reg4 = 14015770
[9237] reg4 = 12111514; prev reg4 = 13597499
[9238] reg4 = 7951408; prev reg4 = 12111514
[9239] reg4 = 4485864; prev reg4 = 7951408
[9240] reg4 = 14603906; prev reg4 = 4485864
[9241] reg4 = 15398930; prev reg4 = 14603906
[9242] reg4 = 8847704; prev reg4 = 15398930
[9243] reg4 = 790975; prev reg4 = 8847704
[9244] reg4 = 406966; prev reg4 = 790975
[9245] reg4 = 3461197; prev reg4 = 406966
[9246] reg4 = 3037567; prev reg4 = 3461197
[9247] reg4 = 11670836; prev reg4 = 3037567
[9248] reg4 = 6916843; prev reg4 = 11670836
[9249] reg4 = 5365727; prev reg4 = 6916843
[9250] reg4 = 12079456; prev reg4 = 5365727
[9251] reg4 = 15078669; prev reg4 = 12079456
[9252] reg4 = 14697474; prev reg4 = 15078669
[9253] reg4 = 5063654; prev reg4 = 14697474
[9254] reg4 = 3451197; prev reg4 = 5063654
[9255] reg4 = 16263712; prev reg4 = 3451197
[9256] reg4 = 454878; prev reg4 = 16263712
[9257] reg4 = 12663400; prev reg4 = 454878
[9258] reg4 = 11322462; prev reg4 = 12663400
[9259] reg4 = 14255230; prev reg4 = 11322462
[9260] reg4 = 10526466; prev reg4 = 14255230
[9261] reg4 = 14016745; prev reg4 = 10526466
[9262] reg4 = 4565635; prev reg4 = 14016745
[9263] reg4 = 3441211; prev reg4 = 4565635
[9264] reg4 = 395083; prev reg4 = 3441211
[9265] reg4 = 6044766; prev reg4 = 395083
[9266] reg4 = 13082822; prev reg4 = 6044766
[9267] reg4 = 9226512; prev reg4 = 13082822
[9268] reg4 = 7750513; prev reg4 = 9226512
[9269] reg4 = 2503388; prev reg4 = 7750513
[9270] reg4 = 8759764; prev reg4 = 2503388
[9271] reg4 = 2527365; prev reg4 = 8759764
[9272] reg4 = 3131789; prev reg4 = 2527365
[9273] reg4 = 7819950; prev reg4 = 3131789
[9274] reg4 = 16178042; prev reg4 = 7819950
[9275] reg4 = 1328415; prev reg4 = 16178042
[9276] reg4 = 15014594; prev reg4 = 1328415
[9277] reg4 = 8787320; prev reg4 = 15014594
[9278] reg4 = 8901267; prev reg4 = 8787320
[9279] reg4 = 8720873; prev reg4 = 8901267
[9280] reg4 = 4916604; prev reg4 = 8720873
[9281] reg4 = 14598971; prev reg4 = 4916604
[9282] reg4 = 9021778; prev reg4 = 14598971
[9283] reg4 = 11711499; prev reg4 = 9021778
[9284] reg4 = 13365895; prev reg4 = 11711499
[9285] reg4 = 9401745; prev reg4 = 13365895
[9286] reg4 = 681830; prev reg4 = 9401745
[9287] reg4 = 14976043; prev reg4 = 681830
[9288] reg4 = 1655069; prev reg4 = 14976043
[9289] reg4 = 8346852; prev reg4 = 1655069
[9290] reg4 = 7699342; prev reg4 = 8346852
[9291] reg4 = 15842789; prev reg4 = 7699342
[9292] reg4 = 12976544; prev reg4 = 15842789
[9293] reg4 = 11166679; prev reg4 = 12976544
[9294] reg4 = 4889802; prev reg4 = 11166679
[9295] reg4 = 12812196; prev reg4 = 4889802
[9296] reg4 = 730757; prev reg4 = 12812196
[9297] reg4 = 10649919; prev reg4 = 730757
[9298] reg4 = 11538904; prev reg4 = 10649919
[9299] reg4 = 2400861; prev reg4 = 11538904
[9300] reg4 = 10193601; prev reg4 = 2400861
[9301] reg4 = 12058919; prev reg4 = 10193601
[9302] reg4 = 5254338; prev reg4 = 12058919
[9303] reg4 = 2192542; prev reg4 = 5254338
[9304] reg4 = 194794; prev reg4 = 2192542
[9305] reg4 = 12033640; prev reg4 = 194794
[9306] reg4 = 247412; prev reg4 = 12033640
[9307] reg4 = 4818948; prev reg4 = 247412
[9308] reg4 = 2022952; prev reg4 = 4818948
[9309] reg4 = 3442796; prev reg4 = 2022952
[9310] reg4 = 279428; prev reg4 = 3442796
[9311] reg4 = 1043295; prev reg4 = 279428
[9312] reg4 = 2616054; prev reg4 = 1043295
[9313] reg4 = 4587322; prev reg4 = 2616054
[9314] reg4 = 9082365; prev reg4 = 4587322
[9315] reg4 = 1289182; prev reg4 = 9082365
[9316] reg4 = 9736079; prev reg4 = 1289182
[9317] reg4 = 16186892; prev reg4 = 9736079
[9318] reg4 = 8779968; prev reg4 = 16186892
[9319] reg4 = 7221536; prev reg4 = 8779968
[9320] reg4 = 6570047; prev reg4 = 7221536
[9321] reg4 = 10029301; prev reg4 = 6570047
[9322] reg4 = 89403; prev reg4 = 10029301
[9323] reg4 = 10049746; prev reg4 = 89403
[9324] reg4 = 14161842; prev reg4 = 10049746
[9325] reg4 = 10762009; prev reg4 = 14161842
[9326] reg4 = 8951522; prev reg4 = 10762009
[9327] reg4 = 6713088; prev reg4 = 8951522
[9328] reg4 = 1135445; prev reg4 = 6713088
[9329] reg4 = 12039350; prev reg4 = 1135445
[9330] reg4 = 992164; prev reg4 = 12039350
[9331] reg4 = 11873485; prev reg4 = 992164
[9332] reg4 = 12286459; prev reg4 = 11873485
[9333] reg4 = 10087180; prev reg4 = 12286459
[9334] reg4 = 2047931; prev reg4 = 10087180
[9335] reg4 = 13982510; prev reg4 = 2047931
[9336] reg4 = 8343493; prev reg4 = 13982510
[9337] reg4 = 15116828; prev reg4 = 8343493
[9338] reg4 = 14860940; prev reg4 = 15116828
[9339] reg4 = 4153992; prev reg4 = 14860940
[9340] reg4 = 8782672; prev reg4 = 4153992
[9341] reg4 = 9778329; prev reg4 = 8782672
[9342] reg4 = 6201735; prev reg4 = 9778329
[9343] reg4 = 13238244; prev reg4 = 6201735
[9344] reg4 = 4825159; prev reg4 = 13238244
[9345] reg4 = 10799417; prev reg4 = 4825159
[9346] reg4 = 5615300; prev reg4 = 10799417
[9347] reg4 = 14718178; prev reg4 = 5615300
[9348] reg4 = 976470; prev reg4 = 14718178
[9349] reg4 = 12852846; prev reg4 = 976470
[9350] reg4 = 2992064; prev reg4 = 12852846
[9351] reg4 = 12376015; prev reg4 = 2992064
[9352] reg4 = 1511308; prev reg4 = 12376015
[9353] reg4 = 6838761; prev reg4 = 1511308
[9354] reg4 = 15704528; prev reg4 = 6838761
[9355] reg4 = 12427199; prev reg4 = 15704528
[9356] reg4 = 8958436; prev reg4 = 12427199
[9357] reg4 = 3698985; prev reg4 = 8958436
[9358] reg4 = 5923032; prev reg4 = 3698985
[9359] reg4 = 7798658; prev reg4 = 5923032
[9360] reg4 = 1758267; prev reg4 = 7798658
[9361] reg4 = 1884591; prev reg4 = 1758267
[9362] reg4 = 4875878; prev reg4 = 1884591
[9363] reg4 = 5037106; prev reg4 = 4875878
[9364] reg4 = 14901106; prev reg4 = 5037106
[9365] reg4 = 3667087; prev reg4 = 14901106
[9366] reg4 = 13732799; prev reg4 = 3667087
[9367] reg4 = 12359628; prev reg4 = 13732799
[9368] reg4 = 511059; prev reg4 = 12359628
[9369] reg4 = 12400467; prev reg4 = 511059
[9370] reg4 = 12231608; prev reg4 = 12400467
[9371] reg4 = 12891053; prev reg4 = 12231608
[9372] reg4 = 1668570; prev reg4 = 12891053
[9373] reg4 = 16159679; prev reg4 = 1668570
[9374] reg4 = 10675062; prev reg4 = 16159679
[9375] reg4 = 7107199; prev reg4 = 10675062
[9376] reg4 = 569647; prev reg4 = 7107199
[9377] reg4 = 4715770; prev reg4 = 569647
[9378] reg4 = 15317280; prev reg4 = 4715770
[9379] reg4 = 10510213; prev reg4 = 15317280
[9380] reg4 = 5370146; prev reg4 = 10510213
[9381] reg4 = 5363995; prev reg4 = 5370146
[9382] reg4 = 15700350; prev reg4 = 5363995
[9383] reg4 = 11461017; prev reg4 = 15700350
[9384] reg4 = 7511402; prev reg4 = 11461017
[9385] reg4 = 15801333; prev reg4 = 7511402
[9386] reg4 = 6426046; prev reg4 = 15801333
[9387] reg4 = 16238705; prev reg4 = 6426046
[9388] reg4 = 14701177; prev reg4 = 16238705
[9389] reg4 = 6280345; prev reg4 = 14701177
[9390] reg4 = 2754709; prev reg4 = 6280345
[9391] reg4 = 12591649; prev reg4 = 2754709
[9392] reg4 = 1271809; prev reg4 = 12591649
[9393] reg4 = 14263677; prev reg4 = 1271809
[9394] reg4 = 7609480; prev reg4 = 14263677
[9395] reg4 = 11243852; prev reg4 = 7609480
[9396] reg4 = 7829751; prev reg4 = 11243852
[9397] reg4 = 6952603; prev reg4 = 7829751
[9398] reg4 = 15584497; prev reg4 = 6952603
[9399] reg4 = 10778799; prev reg4 = 15584497
[9400] reg4 = 3825789; prev reg4 = 10778799
[9401] reg4 = 10256545; prev reg4 = 3825789
[9402] reg4 = 11427427; prev reg4 = 10256545
[9403] reg4 = 14860093; prev reg4 = 11427427
[9404] reg4 = 3628224; prev reg4 = 14860093
[9405] reg4 = 8264138; prev reg4 = 3628224
[9406] reg4 = 7234741; prev reg4 = 8264138
[9407] reg4 = 4261737; prev reg4 = 7234741
[9408] reg4 = 2646102; prev reg4 = 4261737
[9409] reg4 = 13424246; prev reg4 = 2646102
[9410] reg4 = 10390184; prev reg4 = 13424246
[9411] reg4 = 4358840; prev reg4 = 10390184
[9412] reg4 = 7581612; prev reg4 = 4358840
[9413] reg4 = 6429277; prev reg4 = 7581612
[9414] reg4 = 1601635; prev reg4 = 6429277
[9415] reg4 = 8133517; prev reg4 = 1601635
[9416] reg4 = 15984522; prev reg4 = 8133517
[9417] reg4 = 8267087; prev reg4 = 15984522
[9418] reg4 = 3713408; prev reg4 = 8267087
[9419] reg4 = 4315525; prev reg4 = 3713408
[9420] reg4 = 14857516; prev reg4 = 4315525
[9421] reg4 = 7643139; prev reg4 = 14857516
[9422] reg4 = 8814993; prev reg4 = 7643139
[9423] reg4 = 2260154; prev reg4 = 8814993
[9424] reg4 = 5057180; prev reg4 = 2260154
[9425] reg4 = 11842862; prev reg4 = 5057180
[9426] reg4 = 5248879; prev reg4 = 11842862
[9427] reg4 = 14011528; prev reg4 = 5248879
[9428] reg4 = 9304220; prev reg4 = 14011528
[9429] reg4 = 13058252; prev reg4 = 9304220
[9430] reg4 = 11070882; prev reg4 = 13058252
[9431] reg4 = 12088447; prev reg4 = 11070882
[9432] reg4 = 336485; prev reg4 = 12088447
[9433] reg4 = 10543993; prev reg4 = 336485
[9434] reg4 = 7931042; prev reg4 = 10543993
[9435] reg4 = 15578638; prev reg4 = 7931042
[9436] reg4 = 12902192; prev reg4 = 15578638
[9437] reg4 = 14309663; prev reg4 = 12902192
[9438] reg4 = 9202168; prev reg4 = 14309663
[9439] reg4 = 14477641; prev reg4 = 9202168
[9440] reg4 = 14424700; prev reg4 = 14477641
[9441] reg4 = 2739054; prev reg4 = 14424700
[9442] reg4 = 9085329; prev reg4 = 2739054
[9443] reg4 = 2546054; prev reg4 = 9085329
[9444] reg4 = 13462689; prev reg4 = 2546054
[9445] reg4 = 16673791; prev reg4 = 13462689
[9446] reg4 = 2201254; prev reg4 = 16673791
[9447] reg4 = 14301204; prev reg4 = 2201254
[9448] reg4 = 8296590; prev reg4 = 14301204
[9449] reg4 = 7609096; prev reg4 = 8296590
[9450] reg4 = 6645011; prev reg4 = 7609096
[9451] reg4 = 16486254; prev reg4 = 6645011
[9452] reg4 = 12396539; prev reg4 = 16486254
[9453] reg4 = 7016096; prev reg4 = 12396539
[9454] reg4 = 4588744; prev reg4 = 7016096
[9455] reg4 = 7611258; prev reg4 = 4588744
[9456] reg4 = 5216209; prev reg4 = 7611258
[9457] reg4 = 11632120; prev reg4 = 5216209
[9458] reg4 = 14766793; prev reg4 = 11632120
[9459] reg4 = 14986889; prev reg4 = 14766793
[9460] reg4 = 5413361; prev reg4 = 14986889
[9461] reg4 = 70518; prev reg4 = 5413361
[9462] reg4 = 4675193; prev reg4 = 70518
[9463] reg4 = 2426143; prev reg4 = 4675193
[9464] reg4 = 16024370; prev reg4 = 2426143
[9465] reg4 = 7560025; prev reg4 = 16024370
[9466] reg4 = 15582912; prev reg4 = 7560025
[9467] reg4 = 10894454; prev reg4 = 15582912
[9468] reg4 = 8827260; prev reg4 = 10894454
[9469] reg4 = 3992731; prev reg4 = 8827260
[9470] reg4 = 5362269; prev reg4 = 3992731
[9471] reg4 = 4738005; prev reg4 = 5362269
[9472] reg4 = 10360790; prev reg4 = 4738005
[9473] reg4 = 1630343; prev reg4 = 10360790
[9474] reg4 = 11290665; prev reg4 = 1630343
[9475] reg4 = 3577267; prev reg4 = 11290665
[9476] reg4 = 5735620; prev reg4 = 3577267
[9477] reg4 = 7480670; prev reg4 = 5735620
[9478] reg4 = 7700825; prev reg4 = 7480670
[9479] reg4 = 12556; prev reg4 = 7700825
[9480] reg4 = 9727433; prev reg4 = 12556
[9481] reg4 = 6327368; prev reg4 = 9727433
[9482] reg4 = 14782752; prev reg4 = 6327368
[9483] reg4 = 14149445; prev reg4 = 14782752
[9484] reg4 = 1219388; prev reg4 = 14149445
[9485] reg4 = 63353; prev reg4 = 1219388
[9486] reg4 = 12081206; prev reg4 = 63353
[9487] reg4 = 131710; prev reg4 = 12081206
[9488] reg4 = 1576350; prev reg4 = 131710
[9489] reg4 = 1168675; prev reg4 = 1576350
[9490] reg4 = 7736946; prev reg4 = 1168675
[9491] reg4 = 7503586; prev reg4 = 7736946
[9492] reg4 = 1052278; prev reg4 = 7503586
[9493] reg4 = 2056076; prev reg4 = 1052278
[9494] reg4 = 15810321; prev reg4 = 2056076
[9495] reg4 = 7222742; prev reg4 = 15810321
[9496] reg4 = 3730981; prev reg4 = 7222742
[9497] reg4 = 12600289; prev reg4 = 3730981
[9498] reg4 = 9502746; prev reg4 = 12600289
[9499] reg4 = 1098010; prev reg4 = 9502746
[9500] reg4 = 6953235; prev reg4 = 1098010
[9501] reg4 = 14731524; prev reg4 = 6953235
[9502] reg4 = 9463465; prev reg4 = 14731524
[9503] reg4 = 14215469; prev reg4 = 9463465
[9504] reg4 = 5241788; prev reg4 = 14215469
[9505] reg4 = 11303789; prev reg4 = 5241788
[9506] reg4 = 9021082; prev reg4 = 11303789
[9507] reg4 = 8954680; prev reg4 = 9021082
[9508] reg4 = 2376519; prev reg4 = 8954680
[9509] reg4 = 497912; prev reg4 = 2376519
[9510] reg4 = 16689982; prev reg4 = 497912
[9511] reg4 = 7875155; prev reg4 = 16689982
[9512] reg4 = 8265703; prev reg4 = 7875155
[9513] reg4 = 748146; prev reg4 = 8265703
[9514] reg4 = 10936378; prev reg4 = 748146
[9515] reg4 = 12897420; prev reg4 = 10936378
[9516] reg4 = 9524024; prev reg4 = 12897420
[9517] reg4 = 11236559; prev reg4 = 9524024
[9518] reg4 = 8120443; prev reg4 = 11236559
[9519] reg4 = 9737475; prev reg4 = 8120443
[9520] reg4 = 6197502; prev reg4 = 9737475
[9521] reg4 = 11811888; prev reg4 = 6197502
[9522] reg4 = 4228772; prev reg4 = 11811888
[9523] reg4 = 7373118; prev reg4 = 4228772
[9524] reg4 = 7925407; prev reg4 = 7373118
[9525] reg4 = 5348911; prev reg4 = 7925407
[9526] reg4 = 8922967; prev reg4 = 5348911
[9527] reg4 = 1679288; prev reg4 = 8922967
[9528] reg4 = 12698387; prev reg4 = 1679288
[9529] reg4 = 11080144; prev reg4 = 12698387
[9530] reg4 = 16102509; prev reg4 = 11080144
[9531] reg4 = 15378403; prev reg4 = 16102509
[9532] reg4 = 2491538; prev reg4 = 15378403
[9533] reg4 = 5078168; prev reg4 = 2491538
[9534] reg4 = 13771556; prev reg4 = 5078168
[9535] reg4 = 792889; prev reg4 = 13771556
[9536] reg4 = 3864588; prev reg4 = 792889
[9537] reg4 = 12115414; prev reg4 = 3864588
[9538] reg4 = 4530299; prev reg4 = 12115414
[9539] reg4 = 10233833; prev reg4 = 4530299
[9540] reg4 = 15950698; prev reg4 = 10233833
[9541] reg4 = 8467339; prev reg4 = 15950698
[9542] reg4 = 3044840; prev reg4 = 8467339
[9543] reg4 = 5291899; prev reg4 = 3044840
[9544] reg4 = 13756884; prev reg4 = 5291899
[9545] reg4 = 7580297; prev reg4 = 13756884
[9546] reg4 = 8383847; prev reg4 = 7580297
[9547] reg4 = 7303632; prev reg4 = 8383847
[9548] reg4 = 12347279; prev reg4 = 7303632
[9549] reg4 = 6212060; prev reg4 = 12347279
[9550] reg4 = 2593883; prev reg4 = 6212060
[9551] reg4 = 12824275; prev reg4 = 2593883
[9552] reg4 = 9968057; prev reg4 = 12824275
[9553] reg4 = 3532816; prev reg4 = 9968057
[9554] reg4 = 4594448; prev reg4 = 3532816
[9555] reg4 = 6162033; prev reg4 = 4594448
[9556] reg4 = 9792191; prev reg4 = 6162033
[9557] reg4 = 11004127; prev reg4 = 9792191
[9558] reg4 = 10937299; prev reg4 = 11004127
[9559] reg4 = 3441234; prev reg4 = 10937299
[9560] reg4 = 7721664; prev reg4 = 3441234
[9561] reg4 = 5092090; prev reg4 = 7721664
[9562] reg4 = 4132336; prev reg4 = 5092090
[9563] reg4 = 13016475; prev reg4 = 4132336
[9564] reg4 = 3391220; prev reg4 = 13016475
[9565] reg4 = 2613196; prev reg4 = 3391220
[9566] reg4 = 3259305; prev reg4 = 2613196
[9567] reg4 = 3229818; prev reg4 = 3259305
[9568] reg4 = 4430882; prev reg4 = 3229818
[9569] reg4 = 9100756; prev reg4 = 4430882
[9570] reg4 = 861851; prev reg4 = 9100756
[9571] reg4 = 1012535; prev reg4 = 861851
[9572] reg4 = 2373446; prev reg4 = 1012535
[9573] reg4 = 14851065; prev reg4 = 2373446
[9574] reg4 = 6866864; prev reg4 = 14851065
[9575] reg4 = 11255507; prev reg4 = 6866864
[9576] reg4 = 9025; prev reg4 = 11255507
[9577] reg4 = 12969178; prev reg4 = 9025
[9578] reg4 = 5027290; prev reg4 = 12969178
[9579] reg4 = 2853819; prev reg4 = 5027290
[9580] reg4 = 146206; prev reg4 = 2853819
[9581] reg4 = 6162863; prev reg4 = 146206
[9582] reg4 = 4902660; prev reg4 = 6162863
[9583] reg4 = 631373; prev reg4 = 4902660
[9584] reg4 = 3251677; prev reg4 = 631373
[9585] reg4 = 14530472; prev reg4 = 3251677
[9586] reg4 = 7951655; prev reg4 = 14530472
[9587] reg4 = 15775414; prev reg4 = 7951655
[9588] reg4 = 16350036; prev reg4 = 15775414
[9589] reg4 = 6065731; prev reg4 = 16350036
[9590] reg4 = 7684935; prev reg4 = 6065731
[9591] reg4 = 5769832; prev reg4 = 7684935
[9592] reg4 = 12824118; prev reg4 = 5769832
[9593] reg4 = 10287826; prev reg4 = 12824118
[9594] reg4 = 9295472; prev reg4 = 10287826
[9595] reg4 = 4261366; prev reg4 = 9295472
[9596] reg4 = 2471067; prev reg4 = 4261366
[9597] reg4 = 16324573; prev reg4 = 2471067
[9598] reg4 = 9791082; prev reg4 = 16324573
[9599] reg4 = 11187820; prev reg4 = 9791082
[9600] reg4 = 4941844; prev reg4 = 11187820
[9601] reg4 = 7229198; prev reg4 = 4941844
[9602] reg4 = 6099991; prev reg4 = 7229198
[9603] reg4 = 11409625; prev reg4 = 6099991
[9604] reg4 = 1019625; prev reg4 = 11409625
[9605] reg4 = 5091967; prev reg4 = 1019625
[9606] reg4 = 15282703; prev reg4 = 5091967
[9607] reg4 = 6573683; prev reg4 = 15282703
[9608] reg4 = 6680559; prev reg4 = 6573683
[9609] reg4 = 10116732; prev reg4 = 6680559
[9610] reg4 = 4728572; prev reg4 = 10116732
[9611] reg4 = 2311102; prev reg4 = 4728572
[9612] reg4 = 4718775; prev reg4 = 2311102
[9613] reg4 = 12810729; prev reg4 = 4718775
[9614] reg4 = 4880526; prev reg4 = 12810729
[9615] reg4 = 4160044; prev reg4 = 4880526
[9616] reg4 = 464596; prev reg4 = 4160044
[9617] reg4 = 10374560; prev reg4 = 464596
[9618] reg4 = 10680843; prev reg4 = 10374560
[9619] reg4 = 13408877; prev reg4 = 10680843
[9620] reg4 = 13772897; prev reg4 = 13408877
[9621] reg4 = 7120541; prev reg4 = 13772897
[9622] reg4 = 8065149; prev reg4 = 7120541
[9623] reg4 = 6029713; prev reg4 = 8065149
[9624] reg4 = 16180396; prev reg4 = 6029713
[9625] reg4 = 10446294; prev reg4 = 16180396
[9626] reg4 = 15316197; prev reg4 = 10446294
[9627] reg4 = 2481607; prev reg4 = 15316197
[9628] reg4 = 6776258; prev reg4 = 2481607
[9629] reg4 = 5254913; prev reg4 = 6776258
[9630] reg4 = 16736822; prev reg4 = 5254913
[9631] reg4 = 12091642; prev reg4 = 16736822
[9632] reg4 = 8068850; prev reg4 = 12091642
[9633] reg4 = 6609310; prev reg4 = 8068850
[9634] reg4 = 8416339; prev reg4 = 6609310
[9635] reg4 = 3596017; prev reg4 = 8416339
[9636] reg4 = 1943455; prev reg4 = 3596017
[9637] reg4 = 809580; prev reg4 = 1943455
[9638] reg4 = 757134; prev reg4 = 809580
[9639] reg4 = 12015769; prev reg4 = 757134
[9640] reg4 = 14758849; prev reg4 = 12015769
[9641] reg4 = 9795466; prev reg4 = 14758849
[9642] reg4 = 10383125; prev reg4 = 9795466
[9643] reg4 = 11515276; prev reg4 = 10383125
[9644] reg4 = 1242471; prev reg4 = 11515276
[9645] reg4 = 12775028; prev reg4 = 1242471
[9646] reg4 = 13305132; prev reg4 = 12775028
[9647] reg4 = 14327499; prev reg4 = 13305132
[9648] reg4 = 601497; prev reg4 = 14327499
[9649] reg4 = 15321076; prev reg4 = 601497
[9650] reg4 = 7797343; prev reg4 = 15321076
[9651] reg4 = 3712837; prev reg4 = 7797343
[9652] reg4 = 7539954; prev reg4 = 3712837
[9653] reg4 = 2923844; prev reg4 = 7539954
[9654] reg4 = 15860833; prev reg4 = 2923844
[9655] reg4 = 2912761; prev reg4 = 15860833
[9656] reg4 = 4281156; prev reg4 = 2912761
[9657] reg4 = 9787203; prev reg4 = 4281156
[9658] reg4 = 4521200; prev reg4 = 9787203
[9659] reg4 = 7811284; prev reg4 = 4521200
[9660] reg4 = 16724794; prev reg4 = 7811284
[9661] reg4 = 2323023; prev reg4 = 16724794
[9662] reg4 = 13957297; prev reg4 = 2323023
[9663] reg4 = 7715251; prev reg4 = 13957297
[9664] reg4 = 16137906; prev reg4 = 7715251
[9665] reg4 = 11193298; prev reg4 = 16137906
[9666] reg4 = 15952467; prev reg4 = 11193298
[9667] reg4 = 16349989; prev reg4 = 15952467
[9668] reg4 = 7871238; prev reg4 = 16349989
[9669] reg4 = 6271513; prev reg4 = 7871238
[9670] reg4 = 754307; prev reg4 = 6271513
[9671] reg4 = 3785493; prev reg4 = 754307
[9672] reg4 = 2754974; prev reg4 = 3785493
[9673] reg4 = 12837829; prev reg4 = 2754974
[9674] reg4 = 826748; prev reg4 = 12837829
[9675] reg4 = 14813481; prev reg4 = 826748
[9676] reg4 = 4470462; prev reg4 = 14813481
[9677] reg4 = 7474568; prev reg4 = 4470462
[9678] reg4 = 91551; prev reg4 = 7474568
[9679] reg4 = 4161286; prev reg4 = 91551
[9680] reg4 = 8810527; prev reg4 = 4161286
[9681] reg4 = 10498427; prev reg4 = 8810527
[9682] reg4 = 5298342; prev reg4 = 10498427
[9683] reg4 = 12267478; prev reg4 = 5298342
[9684] reg4 = 7686547; prev reg4 = 12267478
[9685] reg4 = 14254946; prev reg4 = 7686547
[9686] reg4 = 4227893; prev reg4 = 14254946
[9687] reg4 = 13431062; prev reg4 = 4227893
[9688] reg4 = 9712907; prev reg4 = 13431062
[9689] reg4 = 8678966; prev reg4 = 9712907
[9690] reg4 = 6157480; prev reg4 = 8678966
[9691] reg4 = 7423420; prev reg4 = 6157480
[9692] reg4 = 3980317; prev reg4 = 7423420
[9693] reg4 = 7134931; prev reg4 = 3980317
[9694] reg4 = 12722807; prev reg4 = 7134931
[9695] reg4 = 12021433; prev reg4 = 12722807
[9696] reg4 = 850439; prev reg4 = 12021433
[9697] reg4 = 2249839; prev reg4 = 850439
[9698] reg4 = 2109795; prev reg4 = 2249839
[9699] reg4 = 5995358; prev reg4 = 2109795
[9700] reg4 = 15616375; prev reg4 = 5995358
[9701] reg4 = 13375308; prev reg4 = 15616375
[9702] reg4 = 11033859; prev reg4 = 13375308
[9703] reg4 = 3282146; prev reg4 = 11033859
[9704] reg4 = 6198044; prev reg4 = 3282146
[9705] reg4 = 15844117; prev reg4 = 6198044
[9706] reg4 = 14880390; prev reg4 = 15844117
[9707] reg4 = 4214402; prev reg4 = 14880390
[9708] reg4 = 9086400; prev reg4 = 4214402
[9709] reg4 = 7034791; prev reg4 = 9086400
[9710] reg4 = 53710; prev reg4 = 7034791
[9711] reg4 = 4528207; prev reg4 = 53710
